serial,thread,speedup,nthreads
432.876,105.899,4.09,9
352.533,75.721,4.66,10
432.089,88.922,4.86,11
351.615,65.053,5.41,12
437.255,76.469,5.72,13
345.780,55.670,6.21,14
436.916,69.781,6.26,15
431.215,70.341,6.13,16
360.893,59.979,6.02,17
361.179,64.124,5.63,18
379.025,62.231,6.09,19
328.692,55.399,5.93,20
360.501,58.662,6.15,21
360.850,55.446,6.51,22
360.855,54.465,6.63,23
345.731,53.085,6.51,24
437.173,66.764,6.55,25
355.747,56.619,6.28,26
346.393,51.085,6.78,27
363.658,55.362,6.57,28
325.487,48.756,6.68,29
359.173,52.589,6.83,30
325.744,50.205,6.49,31
358.128,56.762,6.31,32
328.243,327.576,1.00,1
349.628,176.195,1.98,2
436.074,267.567,1.63,3
355.929,147.433,2.41,4
433.091,181.274,2.39,5
349.296,110.952,3.15,6
431.863,133.256,3.24,7
359.264,93.225,3.85,8
436.940,106.333,4.11,9
327.330,69.911,4.68,10
433.975,89.097,4.87,11
346.159,63.958,5.41,12
345.855,61.319,5.64,13
351.362,56.355,6.23,14
347.176,55.737,6.23,15
400.322,64.804,6.18,16
370.770,69.720,5.32,17
349.166,62.055,5.63,18
401.943,65.651,6.12,19
358.460,60.416,5.93,20
356.967,57.257,6.23,21
319.849,52.532,6.09,22
400.074,63.619,6.29,23
375.226,56.672,6.62,24
392.363,61.446,6.39,25
382.205,56.869,6.72,26
405.610,61.206,6.63,27
359.692,54.270,6.63,28
370.141,54.870,6.75,29
345.986,54.922,6.30,30
435.625,68.450,6.36,31
359.120,52.521,6.84,32
431.260,433.171,1.00,1
349.005,176.191,1.98,2
432.241,267.078,1.62,3
377.660,157.683,2.40,4
430.253,181.448,2.37,5
362.315,115.529,3.14,6
430.903,133.207,3.23,7
358.724,93.197,3.85,8
413.569,101.514,4.07,9
354.961,76.481,4.64,10
353.791,72.647,4.87,11
382.804,69.782,5.49,12
355.396,62.493,5.69,13
354.641,56.665,6.26,14
392.644,66.145,5.94,15
347.945,55.275,6.29,16
396.922,64.724,6.13,17
395.319,62.621,6.31,18
374.510,62.123,6.03,19
348.143,60.026,5.80,20
430.548,70.414,6.11,21
348.406,53.426,6.52,22
374.180,55.058,6.80,23
348.805,53.616,6.51,24
347.075,52.030,6.67,25
325.818,50.053,6.51,26
436.672,63.206,6.91,27
346.447,51.596,6.71,28
346.436,53.997,6.42,29
356.289,52.364,6.80,30
361.161,53.441,6.76,31
436.757,67.170,6.50,32
378.758,378.925,1.00,1
358.184,180.081,1.99,2
403.794,247.554,1.63,3
354.010,146.407,2.42,4
381.946,159.971,2.39,5
347.526,111.293,3.12,6
423.907,129.710,3.27,7
324.447,83.820,3.87,8
375.867,92.241,4.07,9
345.437,74.365,4.65,10
357.425,73.019,4.89,11
349.701,64.612,5.41,12
414.163,73.497,5.64,13
346.034,55.793,6.20,14
329.307,52.765,6.24,15
401.813,65.235,6.16,16
361.326,64.545,5.60,17
382.593,67.845,5.64,18
348.316,58.076,6.00,19
366.711,57.677,6.36,20
352.102,57.646,6.11,21
420.093,65.869,6.38,22
352.097,55.133,6.39,23
400.517,60.724,6.60,24
355.104,52.010,6.83,25
381.871,60.145,6.35,26
352.498,52.550,6.71,27
380.875,57.185,6.66,28
348.200,53.144,6.55,29
380.039,58.967,6.45,30
348.457,51.143,6.81,31
355.899,55.297,6.44,32
408.607,411.783,0.99,1
324.010,163.591,1.98,2
437.650,268.447,1.63,3
348.726,144.783,2.41,4
435.164,182.074,2.39,5
327.718,104.697,3.13,6
436.377,133.510,3.27,7
365.004,94.103,3.88,8
431.692,105.869,4.08,9
337.559,72.867,4.63,10
437.874,89.107,4.91,11
419.779,76.681,5.47,12
356.608,62.958,5.66,13
434.164,69.493,6.25,14
437.151,69.374,6.30,15
354.024,54.510,6.49,16
354.107,59.884,5.91,17
350.575,61.165,5.73,18
348.668,61.366,5.68,19
319.392,52.374,6.10,20
349.000,57.045,6.12,21
436.748,66.295,6.59,22
362.289,56.847,6.37,23
436.342,65.257,6.69,24
361.424,56.738,6.37,25
345.902,55.577,6.22,26
360.694,55.231,6.53,27
347.584,51.394,6.76,28
355.942,52.108,6.83,29
419.505,62.597,6.70,30
346.172,55.057,6.29,31
348.574,54.044,6.45,32
438.224,437.190,1.00,1
362.037,182.768,1.98,2
436.597,267.673,1.63,3
359.131,148.880,2.41,4
433.629,181.672,2.39,5
350.796,112.170,3.13,6
433.700,133.215,3.26,7
319.726,83.491,3.83,8
429.793,105.492,4.07,9
319.673,68.552,4.66,10
431.163,88.452,4.87,11
346.794,64.035,5.42,12
356.851,63.099,5.66,13
345.594,55.832,6.19,14
325.476,56.404,5.77,15
346.479,60.196,5.76,16
355.863,60.180,5.91,17
356.003,64.062,5.56,18
360.566,58.589,6.15,19
319.317,52.663,6.06,20
361.156,58.535,6.17,21
382.206,59.173,6.46,22
361.029,56.679,6.37,23
321.331,49.212,6.53,24
360.438,55.355,6.51,25
320.231,49.623,6.45,26
358.430,53.777,6.67,27
376.275,57.096,6.59,28
356.348,56.014,6.36,29
356.975,55.181,6.47,30
437.685,66.841,6.55,31
435.936,67.820,6.43,32
345.775,349.589,0.99,1
437.561,219.173,2.00,2
348.867,215.320,1.62,3
433.226,181.274,2.39,4
349.143,145.626,2.40,5
436.114,138.735,3.14,6
385.331,118.852,3.24,7
437.706,112.533,3.89,8
325.095,79.342,4.10,9
436.189,92.351,4.72,10
324.765,66.836,4.86,11
325.998,59.958,5.44,12
325.751,57.411,5.67,13
350.562,56.205,6.24,14
361.005,59.358,6.08,15
353.432,58.269,6.07,16
359.065,61.190,5.87,17
360.904,60.764,5.94,18
361.376,60.205,6.00,19
360.940,60.368,5.98,20
361.018,57.265,6.30,21
429.677,71.325,6.02,22
347.227,52.718,6.59,23
436.949,67.501,6.47,24
360.919,53.705,6.72,25
361.008,53.319,6.77,26
345.651,52.664,6.56,27
361.004,54.443,6.63,28
339.322,53.072,6.39,29
348.705,51.197,6.81,30
434.251,67.050,6.48,31
349.127,54.224,6.44,32
399.081,401.160,0.99,1
361.189,181.157,1.99,2
364.975,225.091,1.62,3
434.028,181.184,2.40,4
343.598,143.213,2.40,5
355.632,114.558,3.10,6
360.757,110.677,3.26,7
435.599,112.861,3.86,8
350.696,85.647,4.09,9
435.881,92.572,4.71,10
348.327,71.529,4.87,11
346.354,64.204,5.39,12
346.481,61.337,5.65,13
430.320,69.639,6.18,14
356.641,57.397,6.21,15
355.498,62.107,5.72,16
346.999,60.292,5.76,17
356.155,61.662,5.78,18
347.768,61.091,5.69,19
360.918,60.037,6.01,20
348.617,56.776,6.14,21
348.470,54.484,6.40,22
435.693,65.832,6.62,23
360.874,53.701,6.72,24
361.175,53.596,6.74,25
404.050,62.436,6.47,26
356.527,54.001,6.60,27
361.052,53.148,6.79,28
420.174,62.119,6.76,29
354.564,53.711,6.60,30
353.162,52.506,6.73,31
353.760,52.524,6.74,32
331.078,330.470,1.00,1
327.231,165.315,1.98,2
434.501,267.730,1.62,3
347.768,144.186,2.41,4
434.099,181.360,2.39,5
351.363,111.315,3.16,6
432.937,133.237,3.25,7
336.369,87.432,3.85,8
431.906,105.945,4.08,9
345.588,74.268,4.65,10
432.391,89.053,4.86,11
436.284,79.870,5.46,12
345.975,61.374,5.64,13
432.810,69.742,6.21,14
361.386,57.954,6.24,15
435.933,70.476,6.19,16
437.547,75.464,5.80,17
356.886,61.163,5.84,18
404.231,69.383,5.83,19
353.848,56.731,6.24,20
319.482,51.136,6.25,21
351.635,55.719,6.31,22
348.804,52.526,6.64,23
319.440,49.026,6.52,24
328.272,49.488,6.63,25
350.725,54.888,6.39,26
403.350,61.813,6.53,27
344.827,52.435,6.58,28
377.074,55.005,6.86,29
429.366,64.553,6.65,30
372.780,55.034,6.77,31
436.929,66.426,6.58,32
348.061,350.098,0.99,1
433.725,218.259,1.99,2
343.038,211.606,1.62,3
358.004,150.193,2.38,4
337.169,140.921,2.39,5
432.054,138.823,3.11,6
358.720,110.240,3.25,7
436.926,112.205,3.89,8
354.894,86.381,4.11,9
360.683,76.611,4.71,10
431.761,89.020,4.85,11
348.870,64.237,5.43,12
355.654,63.099,5.64,13
437.096,69.478,6.29,14
363.239,57.953,6.27,15
360.748,54.770,6.59,16
355.417,55.561,6.40,17
347.114,59.450,5.84,18
355.349,57.697,6.16,19
346.702,56.361,6.15,20
347.273,55.784,6.23,21
437.529,68.281,6.41,22
348.042,54.251,6.42,23
348.495,55.221,6.31,24
330.422,52.125,6.34,25
431.543,64.182,6.72,26
414.519,63.698,6.51,27
361.521,53.101,6.81,28
357.916,52.018,6.88,29
325.701,47.258,6.89,30
358.256,54.426,6.58,31
360.687,51.907,6.95,32
350.961,351.185,1.00,1
455.190,234.258,1.94,2
454.947,279.478,1.63,3
455.480,180.762,2.52,4
349.263,145.528,2.40,5
360.181,114.559,3.14,6
357.574,109.869,3.25,7
430.747,112.169,3.84,8
345.881,84.903,4.07,9
355.846,77.230,4.61,10
346.643,71.247,4.87,11
358.450,65.894,5.44,12
325.907,57.355,5.68,13
348.918,55.854,6.25,14
360.899,57.366,6.29,15
346.022,62.349,5.55,16
437.587,71.322,6.14,17
437.315,73.526,5.95,18
432.886,76.422,5.66,19
360.925,59.292,6.09,20
355.444,57.907,6.14,21
361.112,55.095,6.55,22
437.405,63.846,6.85,23
429.645,65.729,6.54,24
348.540,55.467,6.28,25
329.724,52.103,6.33,26
350.949,53.324,6.58,27
360.965,54.081,6.67,28
398.703,59.521,6.70,29
367.376,54.015,6.80,30
346.336,52.132,6.64,31
398.873,60.019,6.65,32
379.817,379.614,1.00,1
347.474,176.421,1.97,2
434.592,267.854,1.62,3
324.387,135.073,2.40,4
437.171,181.287,2.41,5
362.110,114.730,3.16,6
420.833,128.726,3.27,7
358.487,93.754,3.82,8
358.163,87.330,4.10,9
356.093,76.022,4.68,10
436.168,89.103,4.90,11
356.529,65.835,5.42,12
354.197,62.236,5.69,13
357.341,57.394,6.23,14
346.105,55.720,6.21,15
360.704,58.350,6.18,16
355.278,61.508,5.78,17
418.552,71.300,5.87,18
380.520,65.556,5.80,19
346.186,59.548,5.81,20
346.532,55.530,6.24,21
328.824,51.129,6.43,22
347.836,53.238,6.53,23
355.475,53.840,6.60,24
346.662,51.852,6.69,25
326.457,50.153,6.51,26
347.695,51.349,6.77,27
361.001,53.347,6.77,28
407.840,62.854,6.49,29
364.417,56.498,6.45,30
358.881,54.782,6.55,31
357.419,55.121,6.48,32
327.882,327.462,1.00,1
353.455,178.613,1.98,2
431.955,267.528,1.61,3
362.536,150.569,2.41,4
357.642,149.886,2.39,5
351.655,112.545,3.12,6
433.345,133.488,3.25,7
346.058,89.807,3.85,8
436.099,106.059,4.11,9
327.153,70.251,4.66,10
325.702,66.954,4.86,11
323.427,59.650,5.42,12
364.173,64.180,5.67,13
349.005,55.599,6.28,14
360.641,59.794,6.03,15
430.273,70.612,6.09,16
360.548,66.036,5.46,17
348.487,58.220,5.99,18
360.973,62.971,5.73,19
360.615,59.458,6.06,20
359.946,58.822,6.12,21
384.946,59.088,6.51,22
353.045,56.886,6.21,23
348.973,54.925,6.35,24
380.324,56.827,6.69,25
319.212,48.407,6.59,26
393.674,58.706,6.71,27
429.489,65.802,6.53,28
388.194,57.783,6.72,29
346.009,54.503,6.35,30
347.067,51.911,6.69,31
435.088,63.158,6.89,32
346.455,349.967,0.99,1
436.377,219.034,1.99,2
348.671,215.342,1.62,3
435.860,182.662,2.39,4
348.843,145.646,2.40,5
430.173,138.693,3.10,6
349.586,107.531,3.25,7
430.832,112.515,3.83,8
361.133,88.016,4.10,9
436.135,93.907,4.64,10
335.531,69.150,4.85,11
356.035,65.773,5.41,12
436.773,76.385,5.72,13
354.086,56.665,6.25,14
354.621,59.882,5.92,15
355.998,62.725,5.68,16
348.668,58.089,6.00,17
429.595,71.777,5.99,18
360.643,54.694,6.59,19
322.945,54.469,5.93,20
348.496,56.945,6.12,21
348.703,54.912,6.35,22
360.680,53.382,6.76,23
319.265,48.929,6.53,24
436.886,65.346,6.69,25
348.119,55.483,6.27,26
348.889,52.282,6.67,27
319.803,48.493,6.59,28
348.990,51.020,6.84,29
319.802,49.617,6.45,30
360.866,55.427,6.51,31
360.570,53.004,6.80,32
382.901,382.688,1.00,1
374.871,189.274,1.98,2
399.692,247.441,1.62,3
346.783,145.682,2.38,4
385.658,159.973,2.41,5
381.765,121.413,3.14,6
375.329,116.027,3.23,7
346.091,89.763,3.86,8
360.642,87.893,4.10,9
348.767,74.294,4.69,10
436.200,88.917,4.91,11
360.610,66.126,5.45,12
400.471,71.052,5.64,13
347.143,55.626,6.24,14
346.683,55.615,6.23,15
360.967,56.688,6.37,16
347.936,64.131,5.43,17
348.871,62.736,5.56,18
355.493,63.217,5.62,19
360.575,60.255,5.98,20
359.505,58.882,6.11,21
358.035,55.369,6.47,22
360.503,55.014,6.55,23
357.696,53.464,6.69,24
320.396,47.195,6.79,25
319.426,47.672,6.70,26
360.889,55.092,6.55,27
430.621,64.175,6.71,28
360.906,55.149,6.54,29
395.343,61.653,6.41,30
349.615,56.190,6.22,31
371.419,58.042,6.40,32
421.844,421.161,1.00,1
326.267,163.574,1.99,2
432.606,267.387,1.62,3
365.552,151.813,2.41,4
431.292,180.815,2.39,5
363.331,116.155,3.13,6
437.412,134.581,3.25,7
346.972,89.642,3.87,8
429.390,105.588,4.07,9
361.922,77.509,4.67,10
425.600,87.111,4.89,11
356.132,65.919,5.40,12
417.802,73.834,5.66,13
355.415,56.985,6.24,14
360.588,57.368,6.29,15
353.342,57.647,6.13,16
326.042,56.045,5.82,17
348.906,58.769,5.94,18
348.586,60.213,5.79,19
415.821,71.470,5.82,20
355.636,59.304,6.00,21
361.218,56.381,6.41,22
413.694,66.059,6.26,23
361.420,54.373,6.65,24
360.845,55.485,6.50,25
345.989,53.659,6.45,26
378.757,58.386,6.49,27
328.281,49.994,6.57,28
346.122,50.922,6.80,29
346.015,51.818,6.68,30
348.386,51.140,6.81,31
348.123,54.056,6.44,32
421.563,420.694,1.00,1
326.612,165.472,1.97,2
433.035,267.929,1.62,3
355.636,147.948,2.40,4
416.910,174.762,2.39,5
352.684,112.808,3.13,6
381.841,117.552,3.25,7
345.397,89.699,3.85,8
431.114,106.051,4.07,9
325.504,69.436,4.69,10
430.238,88.793,4.85,11
429.269,79.588,5.39,12
355.903,62.720,5.67,13
346.645,55.797,6.21,14
347.947,55.942,6.22,15
348.359,57.010,6.11,16
434.842,70.961,6.13,17
348.660,62.780,5.55,18
360.488,61.827,5.83,19
321.338,53.289,6.03,20
346.583,56.812,6.10,21
348.953,53.939,6.47,22
424.140,65.004,6.52,23
362.881,57.361,6.33,24
415.272,63.185,6.57,25
360.467,56.724,6.35,26
356.503,52.687,6.77,27
353.416,51.761,6.83,28
354.568,52.412,6.77,29
432.987,67.524,6.41,30
360.761,53.777,6.71,31
347.892,54.245,6.41,32
348.793,351.684,0.99,1
432.317,218.150,1.98,2
348.174,216.758,1.61,3
360.842,148.073,2.44,4
325.123,136.083,2.39,5
430.270,138.162,3.11,6
357.901,110.403,3.24,7
440.139,113.266,3.89,8
348.333,84.901,4.10,9
429.200,92.540,4.64,10
319.276,65.906,4.84,11
319.951,59.096,5.41,12
360.674,63.274,5.70,13
319.797,51.514,6.21,14
360.727,57.860,6.23,15
355.487,61.092,5.82,16
354.656,61.868,5.73,17
436.147,72.422,6.02,18
353.395,56.818,6.22,19
360.509,59.969,6.01,20
319.152,50.458,6.33,21
319.762,49.106,6.51,22
348.426,56.498,6.17,23
355.284,53.682,6.62,24
360.404,54.708,6.59,25
345.765,53.696,6.44,26
348.683,51.688,6.75,27
360.450,53.325,6.76,28
345.808,51.513,6.71,29
360.455,53.065,6.79,30
348.212,52.366,6.65,31
346.862,53.753,6.45,32
431.137,433.206,1.00,1
347.876,176.191,1.97,2
432.499,268.073,1.61,3
357.513,148.620,2.41,4
329.434,138.312,2.38,5
358.053,113.929,3.14,6
436.942,133.626,3.27,7
353.501,90.914,3.89,8
433.182,105.908,4.09,9
319.375,69.357,4.60,10
430.209,88.221,4.88,11
348.528,64.194,5.43,12
348.652,61.344,5.68,13
346.016,55.701,6.21,14
429.945,69.236,6.21,15
430.577,72.376,5.95,16
437.131,74.338,5.88,17
360.749,63.840,5.65,18
347.802,56.247,6.18,19
346.900,56.691,6.12,20
325.789,50.008,6.51,21
348.784,54.133,6.44,22
428.601,63.238,6.78,23
360.373,54.124,6.66,24
367.388,55.480,6.62,25
400.832,61.288,6.54,26
420.571,64.228,6.55,27
359.127,78.918,4.55,28
358.657,53.782,6.67,29
360.712,52.654,6.85,30
353.595,54.329,6.51,31
320.832,48.725,6.58,32
348.824,349.305,1.00,1
351.693,176.617,1.99,2
378.979,236.376,1.60,3
378.374,158.936,2.38,4
348.597,145.686,2.39,5
360.611,113.909,3.17,6
364.420,112.681,3.23,7
365.124,94.884,3.85,8
346.597,84.837,4.09,9
385.101,81.769,4.71,10
335.928,68.846,4.88,11
362.164,66.399,5.45,12
360.737,63.102,5.72,13
325.351,52.057,6.25,14
360.454,58.131,6.20,15
360.563,58.984,6.11,16
401.989,66.153,6.08,17
357.535,58.610,6.10,18
349.491,58.575,5.97,19
356.231,57.198,6.23,20
358.248,57.953,6.18,21
358.909,56.918,6.31,22
360.633,59.391,6.07,23
349.366,54.817,6.37,24
348.517,53.864,6.47,25
430.540,66.062,6.52,26
392.186,60.553,6.48,27
364.318,55.797,6.53,28
346.574,51.519,6.73,29
355.706,54.256,6.56,30
348.111,54.128,6.43,31
360.929,52.828,6.83,32
345.903,345.042,1.00,1
434.845,218.538,1.99,2
348.182,215.305,1.62,3
430.861,180.805,2.38,4
349.216,145.566,2.40,5
430.268,138.634,3.10,6
356.347,109.612,3.25,7
415.831,108.199,3.84,8
357.944,87.030,4.11,9
425.856,90.407,4.71,10
356.497,73.362,4.86,11
330.016,60.297,5.47,12
346.758,61.313,5.66,13
429.706,69.380,6.19,14
345.939,56.889,6.08,15
364.655,59.762,6.10,16
355.427,60.449,5.88,17
440.603,75.343,5.85,18
346.188,59.553,5.81,19
346.240,55.774,6.21,20
355.409,58.549,6.07,21
358.731,56.732,6.32,22
355.421,57.785,6.15,23
356.238,54.736,6.51,24
357.850,55.357,6.46,25
437.293,68.428,6.39,26
319.647,49.655,6.44,27
332.391,50.715,6.55,28
355.267,53.787,6.61,29
355.681,55.736,6.38,30
360.654,52.117,6.92,31
353.350,51.436,6.87,32
352.532,354.219,1.00,1
424.080,214.029,1.98,2
370.953,228.462,1.62,3
371.178,153.174,2.42,4
336.349,140.479,2.39,5
355.517,114.415,3.11,6
352.585,108.133,3.26,7
430.447,111.920,3.85,8
371.992,91.562,4.06,9
428.976,92.244,4.65,10
348.748,71.036,4.91,11
355.481,65.960,5.39,12
348.625,61.554,5.66,13
349.118,55.778,6.26,14
348.307,55.673,6.26,15
355.275,57.194,6.21,16
355.484,61.686,5.76,17
346.348,62.273,5.56,18
360.595,59.192,6.09,19
360.732,60.432,5.97,20
347.972,57.145,6.09,21
347.135,53.717,6.46,22
420.508,65.915,6.38,23
401.816,61.126,6.57,24
362.663,55.107,6.58,25
355.671,54.239,6.56,26
348.414,53.098,6.56,27
355.819,54.470,6.53,28
436.778,63.074,6.92,29
319.211,48.063,6.64,30
435.671,64.943,6.71,31
347.869,51.467,6.76,32
403.704,403.243,1.00,1
355.634,179.678,1.98,2
433.312,267.862,1.62,3
354.564,147.715,2.40,4
357.903,149.899,2.39,5
360.047,114.629,3.14,6
435.909,133.255,3.27,7
323.039,83.368,3.87,8
433.290,105.942,4.09,9
357.783,76.719,4.66,10
436.731,88.362,4.94,11
346.159,64.217,5.39,12
346.359,61.582,5.62,13
348.802,55.840,6.25,14
349.252,55.665,6.27,15
348.017,56.779,6.13,16
348.577,62.484,5.58,17
398.688,67.323,5.92,18
358.016,62.660,5.71,19
392.757,66.512,5.91,20
436.248,69.270,6.30,21
345.847,53.985,6.41,22
360.601,57.686,6.25,23
345.594,53.016,6.52,24
355.917,53.509,6.65,25
429.776,65.983,6.51,26
346.821,53.923,6.43,27
360.887,53.253,6.78,28
324.688,50.113,6.48,29
323.001,49.340,6.55,30
350.972,51.059,6.87,31
361.224,55.626,6.49,32
399.647,398.833,1.00,1
327.020,165.722,1.97,2
375.909,233.260,1.61,3
364.865,151.823,2.40,4
357.462,149.956,2.38,5
360.040,114.495,3.14,6
377.204,116.909,3.23,7
345.388,90.800,3.80,8
360.801,87.679,4.12,9
327.279,69.894,4.68,10
436.398,88.903,4.91,11
355.656,65.963,5.39,12
324.825,57.382,5.66,13
361.381,57.400,6.30,14
349.795,56.540,6.19,15
432.943,71.359,6.07,16
352.533,63.272,5.57,17
335.986,58.233,5.77,18
325.135,54.666,5.95,19
347.238,59.792,5.81,20
353.223,56.843,6.21,21
357.561,54.949,6.51,22
358.381,54.838,6.54,23
361.239,54.326,6.65,24
319.852,50.279,6.36,25
361.135,54.611,6.61,26
397.280,61.327,6.48,27
357.184,54.262,6.58,28
360.725,55.292,6.52,29
403.399,64.729,6.23,30
360.569,52.499,6.87,31
356.266,53.297,6.68,32
359.135,360.451,1.00,1
436.852,219.555,1.99,2
362.737,223.887,1.62,3
357.040,149.996,2.38,4
363.333,151.461,2.40,5
436.656,137.940,3.17,6
330.670,102.169,3.24,7
421.858,108.321,3.89,8
324.214,79.334,4.09,9
435.719,92.294,4.72,10
348.479,71.555,4.87,11
355.910,65.668,5.42,12
429.592,76.251,5.63,13
347.983,55.943,6.22,14
436.566,69.939,6.24,15
396.773,65.628,6.05,16
345.891,62.098,5.57,17
356.431,60.886,5.85,18
437.268,76.304,5.73,19
391.954,65.418,5.99,20
348.052,57.500,6.05,21
346.317,54.889,6.31,22
346.404,52.709,6.57,23
346.579,50.441,6.87,24
345.932,52.953,6.53,25
348.597,55.156,6.32,26
346.295,51.274,6.75,27
348.559,52.776,6.60,28
348.411,55.105,6.32,29
356.222,53.116,6.71,30
348.137,50.049,6.96,31
347.752,53.710,6.47,32
348.309,349.088,1.00,1
370.718,187.286,1.98,2
353.478,219.121,1.61,3
348.277,144.447,2.41,4
366.066,153.503,2.38,5
348.823,111.390,3.13,6
385.853,118.023,3.27,7
348.300,90.686,3.84,8
361.188,87.805,4.11,9
348.265,74.301,4.69,10
435.891,88.934,4.90,11
345.517,64.263,5.38,12
429.974,76.258,5.64,13
398.961,63.458,6.29,14
402.237,63.840,6.30,15
382.020,62.091,6.15,16
436.626,71.321,6.12,17
381.232,68.174,5.59,18
437.416,69.660,6.28,19
366.547,59.189,6.19,20
319.773,52.712,6.07,21
344.949,51.755,6.67,22
348.368,52.376,6.65,23
349.377,53.015,6.59,24
349.204,51.833,6.74,25
355.657,53.365,6.66,26
361.022,53.809,6.71,27
348.466,55.327,6.30,28
360.935,52.271,6.91,29
347.503,53.423,6.50,30
319.468,46.774,6.83,31
319.615,46.479,6.88,32
332.384,331.634,1.00,1
347.840,175.882,1.98,2
367.087,228.562,1.61,3
436.409,179.594,2.43,4
349.045,145.621,2.40,5
435.905,137.895,3.16,6
366.094,112.481,3.25,7
430.967,112.088,3.84,8
346.059,84.928,4.07,9
430.894,93.505,4.61,10
356.535,73.428,4.86,11
435.788,79.511,5.48,12
346.145,61.343,5.64,13
346.603,55.981,6.19,14
437.532,69.377,6.31,15
436.440,75.972,5.74,16
346.210,61.606,5.62,17
325.739,57.277,5.69,18
347.238,58.147,5.97,19
325.811,53.455,6.10,20
355.715,57.159,6.22,21
346.550,53.276,6.50,22
348.846,53.645,6.50,23
363.197,55.361,6.56,24
361.042,56.422,6.40,25
404.046,62.416,6.47,26
347.993,51.907,6.70,27
347.178,51.147,6.79,28
436.263,62.833,6.94,29
355.828,52.515,6.78,30
